class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class value
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods,0.0
poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban,1.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,woods,0.0
edible,flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses,0.0
edible,convex,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods,0.0
edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods,0.0
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,woods,1.0
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods,0.0
edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses,0.0
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,grasses,1.0
edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,several,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,solitary,woods,0.0
poisonous,convex,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,grasses,1.0
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,several,woods,0.0
edible,flat,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,several,woods,0.0
edible,flat,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,several,woods,0.0
edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods,0.0
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,several,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods,0.0
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,several,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,solitary,woods,0.0
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods,0.0
poisonous,convex,smooth,pink,no,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods,1.0
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods,0.0
edible,flat,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,several,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,solitary,woods,0.0
edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,several,woods,0.0
edible,flat,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,solitary,woods,0.0
edible,flat,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,several,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,solitary,woods,0.0
poisonous,convex,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,grasses,1.0
edible,convex,scaly,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,several,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,solitary,woods,0.0
edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,solitary,woods,0.0
edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,several,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,solitary,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,brown,several,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,solitary,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,solitary,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,several,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,several,woods,0.0
edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,several,woods,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,several,woods,0.0
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,black,several,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,brown,solitary,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,brown,several,woods,0.0
edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,several,woods,0.0
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods,0.0
poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,urban,1.0
edible,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,scattered,grasses,0.0
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,black,several,woods,0.0
edible,convex,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods,0.0
poisonous,convex,smooth,pink,no,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,scattered,woods,1.0
edible,convex,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods,0.0
edible,convex,fibrous,red,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,several,woods,0.0
edible,convex,scaly,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods,0.0
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,several,woods,0.0
edible,convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses,0.0
